food_name,calories_kcal,fat_g,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,carbs_g,sugars_g,protein_g,fiber_g,cholesterol_mg,sodium_mg,water_g,vitamin_a_mcg,vitamin_b1_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_mcg,zinc_mg,nutrient_density_score,calculated_calories,calorie_diff_pct,calorie_consistent,food_category,protein_score,fiber_score,health_score
eel cooked,67,4.2,0.9,2.6,0.3,0.0,0.0,6.7,0.0,45.6,0.069,16.8,0.3,0.008,0.074,0.058,0.066,1.3,0.067,0.031,0.5,0.0,0.0,0.0,7.4,0.075,0.2,7.4,0.058,78.4,98.8,0.01,0.6,19.3,64.60000000000001,3.582089552238793,True,Other,33.5,0.0,57.349655000000006
salmon nuggets,60,3.3,0.4,1.3,0.9,4.0,0.0,3.6,0.0,7.4,0.005,17.1,0.0,0.018,0.076,0.086,0.059,1.3,0.1,0.046,0.0,0.0,0.0,0.0,2.3,0.039,0.4,5.7,0.06,49.8,46.7,0.0,0.1,13.6,60.099999999999994,0.1666666666666572,True,Fish,18.0,0.0,54.199974999999995
butterfish cooked,47,2.6,0.0,0.0,0.0,0.0,0.0,5.5,0.0,20.8,0.042,16.7,0.029,0.055,0.092,0.057,0.016,1.4,0.2,0.041,0.0,0.0,0.0,0.0,7.0,0.028,0.2,8.0,0.095,77.0,120.3,0.02,0.2,15.35,45.400000000000006,3.4042553191489238,True,Fish,27.5,0.0,58.249790000000004
caviar,42,2.9,0.6,0.7,1.2,0.6,0.0,3.9,0.0,94.1,0.2,7.6,0.054,0.037,0.038,0.083,0.003,0.051,0.6,0.005,0.0,0.0,0.3,0.065,44.0,0.086,1.9,48.0,0.068,57.0,29.0,0.098,0.2,53.325,44.099999999999994,4.999999999999987,True,Other,19.5,0.0,54.049
whiting raw,83,1.2,0.2,0.3,0.4,0.0,0.0,16.8,0.0,61.6,0.016,73.8,0.092,0.066,0.057,0.07,0.059,1.2,0.2,0.1,0.0,0.089,0.3,0.086,44.2,0.085,0.3,19.3,0.012,204.2,229.1,0.049,0.8,62.592,78.0,6.024096385542169,True,Other,84.0,0.0,74.59992
yellowfin tuna raw,31,0.1,0.073,0.008,0.026,0.0,0.0,6.9,0.0,11.0,0.049,21.0,0.048,0.0,0.084,0.063,0.035,5.2,0.012,0.3,0.0,0.017,0.063,0.09,1.1,0.014,0.2,9.9,0.062,78.7,124.8,0.096,0.1,8.322,28.5,8.064516129032258,True,Fish,34.5,0.0,60.130755
mackerel raw,230,15.6,3.6,6.1,3.8,0.0,0.0,20.8,0.0,78.4,0.1,71.2,0.019,0.2,0.007,0.047,0.3,10.2,1.0,0.4,0.4,0.03,1.7,0.025,13.4,0.027,1.8,85.1,0.015,243.0,351.7,0.067,0.7,52.063,223.60000000000002,2.782608695652164,True,Other,100.0,0.0,69.1995
cusk cooked,106,0.8,0.0,0.0,0.0,0.0,0.0,23.1,0.0,50.4,0.047,66.2,0.016,0.097,0.015,0.007,0.2,3.1,0.3,0.4,0.0,0.0,0.0,0.0,12.4,0.077,1.0,38.0,0.048,248.9,477.9,0.012,0.5,37.306,99.60000000000001,6.037735849056595,True,Other,100.0,0.0,79.999765
atlantic croaker raw,82,2.5,0.9,0.9,0.4,0.0,0.0,14.0,0.0,48.2,0.014,61.6,0.039,0.079,0.028,0.066,0.038,3.3,0.6,0.2,0.0,0.005,1.0,0.068,11.9,0.065,0.3,31.6,0.017,165.9,272.6,0.053,0.3,28.709,78.5,4.2682926829268295,True,Other,70.0,0.0,68.29993
sucker cooked,148,3.7,0.7,1.1,1.3,0.0,0.0,26.6,0.0,65.7,0.019,91.7,0.006,0.053,0.043,0.026,0.1,1.8,1.1,0.3,0.0,0.0,0.0,0.0,111.6,0.3,2.1,47.1,1.0,333.6,603.9,0.0,1.2,144.006,139.70000000000002,5.608108108108096,True,Other,100.0,0.0,77.899905
spot raw,79,3.1,0.9,0.9,0.7,0.0,0.0,11.8,0.0,38.4,0.022,48.6,0.005,0.1,0.063,0.042,0.1,4.5,0.5,0.3,0.0,0.0,0.0,0.0,9.0,0.014,0.2,26.9,0.095,119.0,317.4,0.024,0.3,24.113,75.10000000000001,4.936708860759484,True,Other,59.0,0.0,64.99989
crayfish raw,3,0.048,0.01,0.043,0.01,0.0,0.0,0.6,0.0,4.3,0.024,3.4,0.098,0.015,0.1,0.082,0.024,0.056,0.048,0.047,0.078,0.0,0.0,0.0,1.0,0.058,0.053,1.2,0.034,8.7,10.4,0.093,0.009,1.788,2.832,5.600000000000005,True,Fish,3.0,0.0,50.869879999999995
bluefish cooked,186,6.4,1.4,2.7,1.6,0.0,0.0,30.1,0.0,88.9,0.045,73.3,0.2,0.012,0.066,0.019,0.1,8.5,1.1,0.5,0.0,0.0,0.0,0.0,10.5,0.049,0.7,49.1,0.015,340.5,558.1,0.084,1.2,47.9,178.0,4.301075268817205,True,Fish,100.0,0.0,75.799775
herring kippered,87,4.9,1.1,2.0,1.2,0.0,0.0,9.8,0.0,32.8,0.4,23.9,0.005,0.07,0.02,0.068,0.1,1.8,0.4,0.2,0.4,0.004,0.6,0.086,33.6,0.081,0.6,18.4,0.062,130.0,178.8,0.053,0.5,49.314,83.30000000000001,4.252873563218378,True,Other,49.0,0.0,61.397999999999996
ocean perch cooked,48,0.9,0.2,0.3,0.2,0.0,0.0,9.3,0.0,31.5,0.2,37.1,0.011,0.031,0.071,0.095,0.044,0.018,0.6,0.2,0.021,0.0,0.042,0.5,0.069,17.0,0.073,0.1,13.5,0.075,150.0,113.0,0.004,10.368,45.300000000000004,5.624999999999991,True,Other,46.5,0.0,63.349
florida pompano raw,184,10.6,3.9,2.9,1.3,0.0,0.0,20.7,0.0,56.0,0.081,79.7,0.091,0.6,0.038,0.008,0.1,3.4,0.8,0.2,0.0,0.098,0.2,0.041,24.6,0.011,0.7,30.2,0.012,218.4,426.7,0.025,0.8,56.69,178.2,3.1521739130434843,True,Other,100.0,0.0,68.299595
swordfish cooked,182,8.4,2.0,3.8,1.5,0.0,0.0,24.9,0.0,82.7,0.1,72.4,0.075,0.078,0.094,0.048,0.005,0.01,9.8,0.4,0.7,0.0,0.038,2.6,0.022,6.4,0.045,0.5,37.1,0.041,322.2,528.9,0.028,34.203,175.2,3.7362637362637425,True,Fish,100.0,0.0,73.9995
sardine canned in oil,310,17.1,2.3,5.8,7.7,0.0,0.0,36.7,0.0,211.6,0.5,88.8,0.051,0.1,0.067,0.075,0.3,7.8,1.0,0.2,0.0,0.04,3.0,0.063,569.2,0.3,4.4,58.1,0.2,730.1,591.5,0.077,2.0,627.452,300.70000000000005,2.9999999999999853,True,Other,100.0,0.0,73.0975
anchovy canned in oil,8,0.4,0.001,0.2,0.1,0.0,0.0,1.2,0.0,3.4,0.1,2.0,0.012,0.0,0.007,0.061,0.071,0.8,0.008,0.082,0.0,0.07,0.1,0.013,9.3,0.097,0.2,2.8,0.005,10.1,21.8,0.023,0.031,11.106,8.4,5.000000000000004,True,Other,6.0,0.0,51.796499999999995
sardines in tomato sauce canned,165,9.3,2.4,4.3,1.9,0.5,0.4,18.6,0.009,54.3,0.4,59.5,0.036,0.014,0.093,0.098,0.2,3.7,0.6,0.1,0.9,0.017,1.2,0.012,213.6,0.2,2.0,30.3,0.2,325.7,303.5,0.024,1.2,244.978,160.10000000000002,2.969696969696956,True,Other,93.0,0.09,70.71600000000001
tuna canned,102,2.4,0.6,0.6,0.9,0.0,0.0,18.9,0.0,33.6,0.3,58.6,0.017,0.032,0.087,0.075,0.079,4.6,0.086,0.2,0.0,0.07,0.7,0.099,11.2,0.099,0.8,26.4,0.078,173.6,189.6,0.025,0.4,33.32,97.19999999999999,4.705882352941187,True,Fish,94.5,0.0,76.5485
wild pink salmon oceans,320,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,144.0,55.00000000000001,False,Fish,0.0,0.0,50.0
shrimp canned,128,1.7,0.2,0.1,0.9,0.0,0.0,26.1,0.0,322.6,1.1,97.1,0.0,0.039,0.078,0.081,0.099,0.7,0.2,0.054,5.2,0.0,1.4,0.0,185.6,0.3,2.7,42.2,0.5,249.6,102.4,0.036,2.5,221.3,119.7,6.484374999999998,True,Other,100.0,0.0,79.3945
scallops fried,64,3.2,0.8,2.1,0.1,6.4,0.0,2.6,0.0,18.0,0.2,11.5,0.059,0.049,0.081,0.089,0.1,0.0,0.075,0.013,0.0,0.0,0.0,0.0,3.1,0.099,0.3,5.3,0.008,48.7,49.0,0.032,0.2,15.698,64.8,1.2499999999999956,True,Other,13.0,0.0,51.498999999999995
shrimp cooked,7,0.092,0.023,0.003,0.0,0.013,0.0,1.3,0.0,11.6,0.012,3.9,0.021,0.031,0.098,0.077,0.002,0.1,0.026,0.041,0.0,0.08,0.1,0.001,5.0,0.01,0.009,2.0,0.077,16.8,9.4,0.08,0.008,6.398,6.08,13.142857142857142,True,Other,6.5,0.0,51.880939999999995
clams fried,19,1.0,0.3,0.4,0.3,1.0,0.0,1.3,0.0,5.7,0.068,5.8,0.008,0.091,0.059,0.083,0.042,0.2,0.01,0.011,0.9,0.0,0.0,0.0,5.9,0.069,1.3,1.3,0.078,17.7,30.6,0.022,0.1,11.464,18.2,4.210526315789478,True,Other,6.5,0.0,51.04966
scallops cooked,11,0.058,0.092,0.096,0.086,0.5,0.0,2.1,0.0,4.1,0.06,7.0,0.05,0.091,0.011,0.015,0.067,0.049,0.1,0.004,0.032,0.0,0.0,0.0,0.0,1.0,0.057,0.041,3.7,0.004,42.6,31.4,0.042,2.732,10.922,0.7090909090909037,True,Other,10.5,0.0,52.8737
squid fried,140,6.0,1.5,2.2,1.7,6.2,0.0,14.4,0.0,208.0,0.2,51.6,0.035,0.048,0.06,0.05,0.4,2.1,0.4,0.033,3.4,0.0,0.0,0.0,31.2,1.7,0.8,30.4,0.046,200.8,223.2,0.087,1.4,62.028,136.4,2.571428571428567,True,Other,72.0,0.0,67.09899999999999
oyster raw,41,1.2,0.3,0.2,0.4,2.5,0.0,4.7,0.0,25.0,0.059,41.0,0.093,0.052,0.088,0.018,0.1,1.0,0.3,0.026,4.0,0.0,0.0,0.0,4.0,0.8,2.6,11.0,0.3,81.0,84.0,0.1,8.3,19.054,39.6,3.4146341463414602,True,Other,23.5,0.0,56.149705
abalone,89,0.6,0.1,0.02,0.091,5.1,0.0,14.5,0.0,72.3,0.3,63.4,0.056,0.2,0.038,0.057,0.09,1.3,2.6,0.1,1.7,0.0,3.4,0.043,26.4,0.2,2.7,40.8,0.014,161.5,212.5,0.095,0.7,51.092,83.80000000000001,5.84269662921347,True,Other,72.5,0.0,71.44850000000001
queen crab raw,25,0.3,0.096,0.027,0.1,0.0,0.0,5.2,0.0,15.6,0.2,22.8,0.093,0.032,0.001,0.082,0.063,0.7,0.024,0.059,2.0,0.0,0.0,0.0,7.4,0.2,0.7,13.9,0.082,37.6,49.0,0.033,0.8,15.607,23.5,6.0,True,Other,26.0,0.0,57.511
whelk cooked,78,0.2,0.003,0.068,0.037,4.4,0.0,13.5,0.0,36.8,0.1,9.1,0.013,0.076,0.057,0.084,0.055,0.6,0.1,0.2,1.9,0.0,0.0,0.0,32.0,0.6,2.8,48.7,0.3,79.8,196.4,0.047,0.9,54.806,73.39999999999999,5.8974358974359085,True,Other,67.5,0.0,70.2405
oyster cooked,41,1.2,0.3,0.2,0.4,2.5,0.0,4.7,0.0,25.0,0.066,16.0,0.082,0.099,0.005,0.007,0.1,0.9,0.2,0.043,3.2,0.0,0.2,0.047,4.0,0.7,2.3,11.0,0.3,60.8,75.5,0.064,8.3,17.971,39.6,3.4146341463414602,True,Other,23.5,0.0,56.14967
eastern oyster cooked,8,0.2,0.073,0.004,0.018,0.7,0.0,0.7,0.0,3.7,0.038,8.0,0.09,0.02,0.086,0.099,0.012,0.2,0.083,0.023,0.6,0.0,0.0,0.0,5.5,0.1,0.8,3.2,0.081,11.3,14.9,0.011,4.4,8.598,7.3999999999999995,7.500000000000007,True,Other,3.5,0.0,50.83081
octopus raw,23,0.3,0.002,0.042,0.038,0.6,0.0,4.2,0.0,13.6,0.064,22.7,0.059,0.066,0.009,0.043,0.064,0.6,0.1,0.1,1.4,0.0,0.3,0.074,15.0,0.1,1.5,8.5,0.019,52.6,99.1,0.044,0.5,23.044,21.9,4.78260869565218,True,Other,21.0,0.0,56.293679999999995
queen crab cooked,98,1.3,0.2,0.3,0.5,0.0,0.0,20.2,0.0,60.4,0.6,63.8,0.007,0.007,0.029,0.04,0.2,2.5,0.3,0.1,6.1,0.0,0.0,0.0,28.1,0.5,2.4,53.6,0.036,108.8,170.0,0.056,3.1,58.197,92.5,5.612244897959184,True,Other,100.0,0.0,79.39699999999999
dungeness crab cooked,140,1.6,0.2,0.3,0.5,1.2,0.0,28.3,0.0,96.5,0.5,93.1,0.06,0.024,0.054,0.039,0.3,4.6,0.5,0.2,4.6,0.0,0.0,0.0,74.9,0.9,0.5,73.7,0.1,222.3,518.2,0.032,6.9,111.171,132.4,5.428571428571424,True,Other,100.0,0.0,79.39750000000001
shrimp fried,52,3.2,0.7,2.0,0.3,4.8,0.086,1.3,0.1,9.9,0.2,7.2,0.01,0.037,0.029,0.075,0.065,0.2,0.0,0.021,0.0,0.0,0.4,0.04,4.9,0.012,0.1,2.7,0.015,31.5,13.9,0.021,0.069,14.433,53.2,2.307692307692313,True,Other,6.5,1.0,50.049
shrimp raw,4,0.023,0.061,0.075,0.009,0.041,0.0,0.7,0.0,6.3,0.083,4.2,0.083,0.092,0.052,0.045,0.081,0.089,0.056,0.025,0.0,0.053,0.035,0.042,2.7,0.079,0.072,1.1,0.004,12.2,5.7,0.002,0.078,3.712,3.171,20.725000000000005,True,Other,3.5,0.0,50.866585
blue crab cooked,71,0.6,0.2,0.1,0.2,0.0,0.0,15.2,0.0,82.5,0.3,67.7,0.004,0.029,0.036,0.048,0.096,0.033,2.3,0.8,0.1,2.8,0.0,1.6,0.027,77.4,0.7,0.4,30.6,0.087,198.9,220.2,0.076,16.719,66.2,6.7605633802816865,True,Other,76.0,0.0,72.19850000000001
shrimp imitation,29,0.4,0.019,0.014,0.2,2.6,0.0,3.5,0.0,10.2,0.2,21.2,0.046,0.02,0.02,0.076,0.085,0.084,0.023,0.005,0.0,0.0,0.0,0.0,5.4,0.053,0.2,12.2,0.08,79.8,25.2,0.088,0.036,12.119,28.0,3.4482758620689653,True,Other,17.5,0.0,55.192
conch baked,165,1.5,0.5,0.4,0.3,2.2,0.0,33.4,0.0,82.6,0.2,88.1,0.099,0.069,0.2,0.088,0.1,1.3,0.0,0.095,0.0,0.0,8.0,0.016,124.5,0.6,1.8,302.3,0.0,275.6,207.0,0.007,2.2,163.446,155.9,5.515151515151512,True,Other,100.0,0.0,78.499
squid raw,26,0.4,0.1,0.094,0.1,0.9,0.0,4.4,0.0,65.9,0.09,22.2,0.077,0.014,0.043,0.027,0.1,0.6,0.1,0.033,1.3,0.0,0.3,0.0,9.1,0.5,0.2,9.3,0.048,62.5,69.6,0.088,0.4,16.386,24.800000000000004,4.615384615384599,True,Other,22.0,0.0,56.299549999999996
scallop raw,10,0.091,0.089,0.026,0.005,0.5,0.0,1.8,0.0,3.6,0.057,12.4,0.084,0.031,0.035,0.095,0.015,0.1,0.098,0.049,0.0,0.0,0.0,0.0,0.9,0.081,0.068,3.3,0.069,50.1,30.8,0.098,0.1,3.417,10.018999999999998,0.18999999999998352,True,Other,9.0,0.0,52.432715
scallop imitation,28,0.1,0.065,0.085,0.098,3.0,0.0,3.6,0.0,6.2,0.2,20.9,0.008,0.079,0.046,0.04,0.017,0.091,0.09,0.045,0.0,0.0,0.0,0.0,2.3,0.067,0.058,12.2,0.034,79.8,29.1,0.095,0.019,9.105,27.299999999999997,2.50000000000001,True,Other,18.0,0.0,55.204
blue crab raw,18,0.2,0.067,0.048,0.063,0.018,0.0,3.8,0.0,16.4,0.079,16.6,0.069,0.098,0.082,0.009,0.021,0.6,0.079,0.073,0.6,0.0,0.0,0.0,18.7,0.1,0.2,7.1,0.019,48.1,69.1,0.07,0.7,23.615,17.072,5.15555555555556,True,Other,19.0,0.0,55.498605000000005
whelk raw,39,0.1,0.096,0.067,0.005,2.2,0.0,6.7,0.0,18.4,0.073,18.7,0.043,0.089,0.027,0.021,0.088,0.3,0.037,0.097,1.1,0.0,0.013,0.028,16.1,0.3,1.4,24.3,0.1,39.9,98.2,0.011,0.5,27.678,36.5,6.41025641025641,True,Other,33.5,0.0,59.761635
eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0.0,1.3,0.0,10.4,0.015,9.4,0.0,0.026,0.003,0.016,0.084,0.2,0.081,0.007,0.6,0.0,0.0,0.0,9.1,0.6,1.0,8.5,0.063,23.2,35.6,0.092,12.7,15.5,28.2,2.758620689655175,True,Other,6.5,0.0,50.449925
octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0.0,25.3,0.0,81.6,0.4,51.4,0.09,0.075,0.016,0.031,0.079,3.2,0.8,0.6,6.8,0.0,1.0,0.088,90.1,0.6,8.1,51.0,0.013,237.2,535.5,0.054,2.9,135.853,132.2,4.8920863309352605,True,Other,100.0,0.0,78.798
eastern oyster raw,8,0.2,0.0,0.087,0.091,0.8,0.0,0.7,0.0,3.5,0.021,12.1,0.069,0.086,0.013,0.095,0.012,0.2,0.076,0.077,0.7,0.0,0.0,0.0,6.2,0.1,0.8,4.6,0.028,13.0,17.4,0.065,5.3,9.448,7.8,2.500000000000002,True,Other,3.5,0.0,51.04989500000001
oyster fried,61,3.0,0.8,1.2,0.8,6.7,0.0,2.1,0.0,18.1,0.1,11.1,0.036,0.039,0.035,0.081,0.02,0.7,0.2,0.019,0.7,0.0,0.0,0.0,4.6,0.1,0.7,3.9,0.015,32.7,30.4,0.074,2.6,17.861,62.2,1.967213114754103,True,Other,10.5,0.0,50.7495
sturgeon smoked,49,1.2,0.3,0.7,0.1,0.0,0.0,8.8,0.0,22.6,0.2,17.7,0.02,0.026,0.006,0.011,0.078,3.1,0.3,0.09,0.0,0.048,0.1,0.022,4.8,0.06,0.3,13.3,0.042,79.5,107.3,0.077,0.2,15.175,46.0,6.122448979591836,True,Other,44.0,0.0,62.299
chinook salmon smoked,159,5.9,1.3,2.8,1.4,0.0,0.0,24.9,0.0,31.3,1.1,97.9,0.019,0.01,0.019,0.007,0.1,6.4,1.2,0.4,0.0,0.09,1.8,0.039,15.0,0.3,1.2,24.5,0.055,223.0,238.0,0.027,0.4,47.038,152.7,3.962264150943404,True,Fish,100.0,0.0,76.0945
cisco smoked,50,3.4,0.5,1.6,0.6,0.0,0.0,4.6,0.0,9.1,0.1,19.8,0.05,0.079,0.031,0.04,0.0,0.7,0.009,0.08,0.0,0.047,0.098,0.094,7.4,0.015,0.1,4.8,0.047,42.5,82.9,0.05,0.076,15.576,49.0,2.0,True,Other,23.0,0.0,55.3995
haddock smoked,33,0.3,0.049,0.006,0.055,0.0,0.0,7.1,0.0,21.8,0.2,20.2,0.087,0.05,0.079,0.08,0.094,1.4,0.094,0.1,0.0,0.074,0.2,0.078,13.9,0.001,0.4,15.3,0.075,71.0,117.4,0.063,0.1,21.719,31.099999999999998,5.757575757575764,True,Other,35.5,0.0,60.502
whitefish smoked,147,1.3,0.3,0.4,0.4,0.0,0.0,31.8,0.0,44.9,1.4,96.3,0.086,0.08,0.082,0.017,0.1,3.3,0.1,0.5,0.0,0.078,0.3,0.097,24.5,0.4,0.7,31.3,0.091,179.5,575.3,0.03,0.7,58.398,138.9,5.510204081632649,True,Fish,100.0,0.0,79.09299999999999
red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0.0,0.0,65.5,0.0,167.4,0.065,25.8,0.047,0.5,0.078,0.088,0.6,24.6,3.0,0.9,0.0,0.0,1.3,0.0,62.6,0.2,1.1,62.6,0.048,702.0,1036.8,0.026,1.2,141.587,372.7,0.08042895442359553,True,Fish,100.0,0.0,71.59967499999999
beer budweiser,12,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.095,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.095,0.0,2.1,0.038,3.8,9.7,0.0,0.0,2.2,4.0,66.66666666666666,False,Other,0.5,0.0,50.149525
weizenbier erdinger,220,18.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,162.0,26.36363636363636,True,Other,0.0,0.0,20.0
beer light budweiser,9,0.0,0.0,0.0,0.0,0.4,0.0,0.066,0.0,0.0,0.016,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.088,0.0,2.1,0.007,3.2,7.7,0.0,0.0,1.32,1.864,79.28888888888889,False,Other,0.33,0.0,50.09892000000001
whiskey sour mix,26,0.072,0.069,0.034,0.012,6.3,6.3,0.051,0.0,0.0,0.073,23.1,0.0,0.089,0.0,0.0,0.07,0.0,0.032,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.047,0.3,0.0,1.8,8.3,0.015,0.08,7.914,26.052,0.19999999999999848,True,Other,0.255,0.0,49.869135
whiskey sour,158,0.0,0.018,0.092,0.024,13.9,0.0,0.0,0.0,0.0,0.067,77.0,0.0,0.035,0.0,0.0,0.092,0.003,0.05,0.0,1.7,0.0,0.0,0.0,1.1,0.019,0.047,1.1,0.01,6.4,5.3,0.03,0.069,16.717,55.6,64.81012658227849,False,Other,0.0,0.0,49.945665
daiquiri,112,0.036,0.063,0.038,0.012,4.2,3.3,0.035,0.001,0.0,0.008,41.8,0.0,0.021,0.047,0.0,0.065,0.022,0.074,0.003,1.0,0.0,0.092,0.009,1.8,0.098,0.033,1.2,0.04,3.0,12.6,0.04,0.091,7.243,17.264000000000003,84.58571428571427,False,Other,0.17500000000000002,0.01,49.86546
pina colada,245,2.7,2.3,0.1,0.035,32.0,31.5,0.6,0.4,0.0,0.089,91.6,0.0,0.0,0.038,0.038,0.0,0.002,0.2,0.01,0.019,6.9,0.0,0.056,0.08,11.3,0.1,0.3,11.3,0.7,9.9,100.1,0.064,35.877,154.70000000000002,36.85714285714285,False,Other,3.0,4.0,44.799555
whiskey,58,0.0,0.0,0.0,0.0,0.1,0.078,0.0,0.0,0.0,0.0,14.7,0.0,0.085,0.0,0.0,0.056,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.072,0.0,0.092,0.7,0.2,0.0,0.02,0.127,0.4,99.3103448275862,False,Other,0.0,0.0,50.0
rum,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,14.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.045,0.0,0.093,1.1,0.4,0.0,0.05,0.049,0.0,100.0,False,Other,0.0,0.0,49.999735
vodka smirnoff,13,0.4,0.013,0.077,0.073,2.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,11.6,10.769230769230772,True,Other,0.0,0.0,49.961
coffee liqueur,96,0.038,0.096,0.03,0.042,13.8,13.7,0.041,0.0,0.0,0.093,9.1,0.0,0.042,0.0,0.0,0.075,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.019,0.02,0.9,0.011,1.8,8.9,0.053,0.097,14.241,55.706,41.97291666666666,False,Other,0.20500000000000002,0.0,49.773035
gin,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,Other,0.0,0.0,49.999855
dessert wine sweet,165,0.0,0.0,0.0,0.0,14.1,8.0,0.2,0.0,0.0,0.047,72.6,0.0,0.081,0.0,0.0,0.003,0.2,0.079,0.0,0.0,0.0,0.0,0.0,8.2,0.04,0.2,9.3,0.1,9.3,94.8,0.06,0.074,22.7,57.199999999999996,65.33333333333334,False,Other,1.0,0.0,50.299765
gamay red wine,115,0.0,0.0,0.0,0.0,3.5,0.0,0.1,14.4,0.0,0.0,0.0,128.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.6,14.4,87.47826086956522,False,Other,0.5,100.0,70.15
late harvest white wine,172,0.0,0.0,0.0,0.0,20.6,0.0,0.1,13.1,0.0,0.0,0.0,119.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6,82.80000000000001,51.860465116279066,False,Other,0.5,100.0,70.15
muller thurgau white wine,112,0.0,0.0,0.0,0.0,5.2,0.0,0.1,13.3,0.0,0.0,0.0,129.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.8,21.2,81.07142857142857,False,Other,0.5,100.0,70.15
mouvedre red wine,129,0.0,0.0,0.0,0.0,3.9,0.0,0.1,16.5,0.0,0.0,0.0,126.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.6,16.0,87.59689922480621,False,Other,0.5,100.0,70.15
petite sirah red wine,125,0.0,0.0,0.0,0.0,3.9,0.0,0.1,15.7,0.0,0.0,0.0,126.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.4,16.0,87.2,False,Other,0.5,100.0,70.15
non alcoholic wine,2,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.095,29.0,0.0,0.0,0.027,0.0,0.019,0.093,0.0,0.064,0.0,0.0,0.0,0.0,2.7,0.035,0.1,3.0,0.0,4.4,26.0,0.052,0.088,3.2,1.6,19.999999999999996,True,Other,0.5,0.0,50.149525
lemberger red wine,118,0.0,0.0,0.0,0.0,3.6,0.0,0.1,15.0,0.0,0.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.6,14.8,87.45762711864407,False,Other,0.5,100.0,70.15
semillon white wine,121,0.0,0.0,0.0,0.0,4.6,0.0,0.1,14.9,0.0,0.0,0.0,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.7,18.799999999999997,84.46280991735537,False,Other,0.5,100.0,70.15
