food_name,calories_kcal,fat_g,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,carbs_g,sugars_g,protein_g,fiber_g,cholesterol_mg,sodium_mg,water_g,vitamin_a_mcg,vitamin_b1_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_mcg,zinc_mg,nutrient_density_score,calculated_calories,calorie_diff_pct,calorie_consistent,food_category,protein_score,fiber_score,health_score
pork loin raw,232,14.7,5.1,6.6,1.6,0.0,0.0,23.1,0.0,73.7,0.003,78.3,0.049,1.1,0.013,0.019,0.3,5.4,0.8,0.6,0.7,0.044,0.2,0.0,21.1,0.037,0.9,24.6,0.066,230.5,416.5,0.013,2.0,60.563,224.7,3.146551724137936,True,Pork,100.0,0.0,64.699985
ham raw,266,18.2,6.0,8.7,2.1,0.046,0.0,23.8,0.0,54.6,1.5,93.2,0.0,1.3,0.021,0.034,0.3,4.5,0.6,0.7,0.0,0.054,0.3,0.0,8.4,0.075,1.2,19.6,0.063,245.0,442.4,0.065,2.3,51.697,259.18399999999997,2.5624060150376056,True,Pork,100.0,0.0,61.99250000000001
ham extra lean,45,2.3,0.8,1.1,0.3,0.6,0.0,5.1,0.0,14.8,0.4,18.7,0.0,0.2,0.022,0.097,0.028,1.4,0.1,0.1,0.0,0.094,0.04,0.0,2.0,0.075,0.3,5.0,0.049,66.1,83.2,0.041,0.6,10.3,43.5,3.3333333333333335,True,Pork,25.5,0.0,55.248000000000005
pork shoulder cooked,394,28.9,10.6,12.8,2.8,0.0,0.0,31.4,0.0,121.5,0.001,74.0,0.004,0.8,0.065,0.007,0.4,5.4,0.8,0.4,0.7,0.007,0.3,0.0,32.4,0.2,1.8,24.3,0.084,286.2,444.2,0.026,5.0,95.226,385.69999999999993,2.106598984771591,True,Pork,100.0,0.0,49.999995
pork skin,154,8.9,3.2,4.2,1.0,0.0,0.0,17.3,0.0,26.9,0.5,0.5,0.037,0.009,0.0,0.036,0.034,0.4,0.1,0.096,0.1,0.0,0.1,0.0,8.5,0.033,0.2,3.1,0.066,24.1,35.9,0.062,0.2,35.03,149.3,3.0519480519480444,True,Pork,86.5,0.0,66.3475
pork country style ribs cooked,235,15.2,5.4,6.6,1.8,0.0,0.0,22.8,0.0,88.6,0.049,46.4,0.098,0.4,0.0,0.016,0.2,4.8,1.2,0.4,0.0,0.09,0.1,0.0,29.2,0.072,1.2,19.8,0.025,173.7,247.7,0.026,3.6,68.402,228.0,2.9787234042553195,True,Pork,100.0,0.0,63.799755
pork tenderloin cooked,153,6.2,2.2,2.5,0.6,0.0,0.0,22.7,0.0,71.4,0.091,46.4,0.017,0.7,0.051,0.014,0.3,3.8,0.7,0.4,0.8,0.0,0.0,0.0,3.8,0.045,1.1,26.6,0.072,220.4,337.4,0.082,2.2,34.679,146.6,4.183006535947716,True,Pork,100.0,0.0,73.399545
pork loin cooked,213,12.1,4.5,5.4,1.0,0.0,0.0,24.2,0.0,71.2,0.077,51.9,0.008,0.6,0.066,0.024,0.2,3.9,0.6,0.3,0.5,0.007,0.2,0.0,18.7,0.006,1.0,16.9,0.033,161.1,332.9,0.02,2.1,56.575,205.7,3.4272300469483623,True,Pork,100.0,0.0,66.499615
pork ears cooked,184,12.0,4.3,5.5,1.3,0.2,0.0,17.7,0.0,99.9,0.2,80.6,0.0,0.004,0.0,0.0,0.07,0.6,0.051,0.066,0.0,0.0,0.0,0.0,20.0,0.086,1.7,7.8,0.086,26.6,44.4,0.044,0.2,51.6,179.6,2.39130434782609,True,Pork,88.5,0.0,63.649
ham patties grilled,205,18.5,6.7,8.8,2.0,1.0,0.0,8.0,0.0,43.2,0.6,30.8,0.0,0.2,0.034,0.046,0.1,1.9,0.2,0.085,0.0,0.056,0.3,0.0,5.4,0.043,1.0,6.0,0.045,60.6,146.4,0.028,1.1,33.9,202.5,1.2195121951219512,True,Pork,40.0,0.0,41.897
chicken skin roasted,508,45.6,12.8,19.1,9.6,0.0,0.0,22.8,0.0,93.0,0.028,45.1,0.083,0.021,0.08,0.099,0.1,6.3,0.8,0.1,0.0,0.026,0.4,0.032,15.7,0.034,1.7,16.8,0.083,140.0,152.3,0.2,1.4,85.844,501.6,1.259842519685035,True,Poultry,100.0,0.0,49.99986
ground turkey raw,169,8.7,2.3,3.0,2.5,0.0,0.0,22.4,0.0,78.7,0.047,82.5,0.041,0.037,0.073,0.08,0.2,7.7,1.1,0.6,0.0,0.086,0.1,0.0,21.7,0.1,1.2,26.2,0.096,228.0,270.2,0.025,2.7,54.095,167.89999999999998,0.6508875739645105,True,Other,100.0,0.0,73.09976499999999
chicken wing cooked,52,3.5,1.0,1.4,0.8,0.0,0.0,4.8,0.0,14.7,0.086,13.1,0.041,0.036,0.071,0.092,0.097,1.0,0.1,0.086,0.0,0.022,0.052,0.092,2.5,0.095,0.2,3.4,0.041,25.4,29.2,0.092,0.3,11.058,50.7,2.4999999999999947,True,Poultry,24.0,0.0,54.19957000000001
turkey roast roasted,209,7.8,2.6,1.6,2.2,4.1,0.0,28.8,0.0,71.6,0.9,91.6,0.0,0.058,0.054,0.079,0.2,8.5,1.1,0.4,0.0,0.084,0.5,0.09,6.8,0.037,2.2,29.7,0.066,329.4,402.3,0.081,3.4,49.7,201.8,3.4449760765550184,True,Other,100.0,0.0,72.19550000000001
chicken back raw,188,17.0,4.9,7.2,3.6,0.0,0.0,8.3,0.0,46.6,0.043,34.3,0.087,0.022,0.084,0.026,0.063,2.9,0.5,0.1,0.9,0.0,0.2,0.03,7.7,0.066,0.6,8.9,0.024,66.7,85.0,0.009,0.7,34.564,186.2,0.9574468085106443,True,Poultry,41.5,0.0,47.749785
chicken back cooked,93,6.5,1.8,2.6,1.4,0.0,0.0,8.0,0.0,28.1,0.091,21.9,0.005,0.026,0.035,0.052,0.035,1.6,0.3,0.048,0.0,0.084,0.074,0.051,6.5,0.052,0.4,5.8,0.016,43.2,52.2,0.055,0.7,21.425,90.5,2.6881720430107525,True,Poultry,40.0,0.0,56.59954499999999
chicken leg fried,431,25.5,6.8,10.4,6.1,13.8,0.0,34.4,0.5,142.2,0.4,82.3,0.07,0.2,0.089,0.056,0.3,8.6,1.6,0.4,0.0,0.0,0.0,0.0,28.4,0.1,2.2,31.6,0.043,240.2,298.6,0.041,3.4,104.858,422.3,2.018561484918791,True,Poultry,100.0,5.0,60.598
turkey steak fried,179,10.8,2.8,4.4,2.8,10.9,0.0,9.1,0.0,41.0,0.5,31.6,0.092,0.075,0.071,0.088,0.1,1.3,0.3,0.1,0.0,0.0,0.0,0.0,9.0,0.01,1.4,9.6,0.028,149.8,166.4,0.013,0.9,41.229,177.2,1.0055865921787774,True,Beef,45.5,0.0,55.2475
chicken neck cooked,94,6.9,1.9,2.7,1.5,0.0,0.0,7.5,0.0,26.6,0.085,23.5,0.065,0.05,0.078,0.079,0.035,1.3,0.2,0.033,0.0,0.087,0.1,0.032,10.3,0.065,0.9,4.9,0.095,46.4,41.0,0.054,1.0,25.616,92.1,2.0212765957446868,True,Poultry,37.5,0.0,55.549575
chicken drumstick fried,193,11.3,3.0,4.6,2.7,6.0,0.0,15.8,0.2,61.9,0.2,38.0,0.028,0.049,0.065,0.061,0.2,3.7,1.2,0.2,0.0,0.0,0.0,0.0,12.2,0.063,1.0,14.4,0.004,105.8,133.9,0.018,1.7,46.519,188.9,2.1243523316062145,True,Poultry,79.0,2.0,65.09899999999999
quail egg,14,1.0,0.3,0.4,0.1,0.08,0.048,1.2,0.0,76.0,0.042,6.7,0.083,0.014,0.089,0.039,0.001,0.076,0.2,0.016,0.0,0.047,0.03,0.01,5.8,0.078,0.3,1.2,0.061,20.3,11.9,0.091,0.1,8.343,14.120000000000001,0.8571428571428643,True,Eggs,6.0,0.0,50.899789999999996
duck meat cooked,472,39.7,13.5,18.1,5.1,0.0,0.0,26.6,0.0,117.6,0.041,72.6,0.008,0.2,0.073,0.098,0.4,6.8,1.5,0.3,0.0,0.067,1.0,0.047,15.4,0.3,3.8,22.4,0.071,218.4,285.6,0.092,2.6,85.544,463.70000000000005,1.7584745762711766,True,Other,100.0,0.0,49.999795000000006
chicken wing roasted,216,14.3,4.2,6.6,3.1,0.0,0.0,20.2,0.0,119.9,0.039,50.5,0.073,0.017,0.005,0.069,0.08,0.1,5.4,0.8,0.5,0.0,0.094,0.6,0.024,15.3,0.092,0.7,16.2,0.095,125.0,180.2,0.032,35.155,209.5,3.009259259259259,True,Poultry,100.0,0.0,67.399805
goose meat cooked,427,30.7,9.6,14.4,3.5,0.0,0.0,35.2,0.0,127.4,0.089,72.7,0.081,0.1,0.039,0.076,0.5,5.8,2.1,0.5,0.0,0.002,2.4,0.026,18.2,0.4,4.0,30.8,0.082,378.0,460.6,0.047,3.7,88.168,417.1,2.318501170960182,True,Other,100.0,0.0,51.199555000000004
chicken breast cooked,114,4.5,1.3,1.8,1.0,0.0,0.0,17.3,0.0,48.7,0.058,36.2,0.08,0.018,0.092,0.074,0.056,7.4,0.5,0.3,0.0,0.019,0.2,0.004,8.1,0.012,0.6,15.7,0.024,124.1,142.1,0.046,0.6,30.552,109.7,3.7719298245614015,True,Poultry,86.5,0.0,72.04971
chicken neck raw,149,13.1,3.6,5.3,2.8,0.0,0.0,7.0,0.0,49.5,0.027,30.0,0.066,0.079,0.05,0.028,0.021,1.8,0.4,0.005,0.0,0.0,0.2,0.0,9.0,0.075,1.0,6.5,0.093,56.0,68.5,0.073,0.9,30.146,145.89999999999998,2.0805369127516933,True,Poultry,35.0,0.0,49.699865
duck egg,130,9.6,2.6,4.6,0.9,1.0,0.7,9.0,0.0,618.8,0.1,49.6,0.1,0.1,0.09,0.02,0.3,0.1,1.3,0.2,0.0,0.026,0.9,0.098,44.8,0.035,2.7,11.9,0.058,154.0,155.4,0.058,1.0,67.2,126.39999999999999,2.769230769230776,True,Eggs,45.0,0.0,55.6995
chicken drumstick raw,211,12.4,3.3,4.9,2.6,0.1,0.0,23.4,0.0,122.4,0.1,96.4,0.067,0.1,0.039,0.042,0.2,6.4,1.4,0.4,0.0,0.044,0.3,0.007,13.3,0.039,0.8,26.6,0.064,220.8,296.6,0.063,2.6,50.075,205.60000000000002,2.5592417061611266,True,Poultry,100.0,0.0,70.09949999999999
turkey meat roasted,284,11.1,3.2,4.0,3.2,0.031,0.0,42.8,0.0,163.5,0.2,95.3,0.004,0.073,0.083,0.019,0.4,14.4,1.4,0.9,0.0,0.091,0.1,0.0,21.0,0.1,1.6,45.0,0.053,334.5,358.5,0.022,3.7,76.629,271.224,4.498591549295778,True,Other,100.0,0.0,70.399
chicken fajita strips,13,0.5,0.2,0.2,0.1,0.2,0.0,1.7,0.0,8.3,0.044,6.6,0.041,0.028,0.062,0.011,0.021,0.4,0.005,0.049,0.0,0.0,0.031,0.015,1.2,0.034,0.097,2.1,0.099,26.0,26.7,0.018,0.1,3.66,12.1,6.923076923076926,True,Poultry,8.5,0.0,51.949780000000004
crispy chicken strips tyson,145,6.0,7.7,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,62.758620689655174,False,Poultry,0.0,0.0,26.9
chocolate pudding fat free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,105.9,0.8571428571428625,True,Other,11.0,3.0,53.8995
tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,142.7,0.20979020979021773,True,Other,10.5,0.0,49.849000000000004
tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,105.6,0.5714285714285661,True,Other,8.0,0.0,52.099000000000004
rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,0.043,0.002,0.098,0.089,0.098,0.2,0.2,0.4,0.074,1.5,0.0,0.011,0.063,107.4,0.014,0.1,9.0,0.1,92.7,141.3,0.083,27.329,119.2,2.2950819672131124,True,Other,18.0,3.0,51.7995
cottage cheese creamed,20,0.9,0.3,0.2,0.084,0.7,0.5,2.2,0.0,3.4,0.095,16.0,0.022,0.089,0.039,0.06,0.06,0.059,0.1,0.036,0.0,0.085,0.082,0.0,16.6,0.019,0.071,1.6,0.009,31.8,20.8,0.045,0.018,20.576,19.700000000000003,1.4999999999999858,True,Cheese,11.0,0.0,52.399525
zaziki milfina,51,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,39.6,22.352941176470587,True,Other,0.0,0.0,45.2
classique yogurt plain 2 liberte,30,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,30.799999999999997,2.666666666666657,True,Other,16.5,0.0,52.85
yoplait light strawberry yogurt yoplait,79,0.0,14.1,8.8,4.4,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.296,99.6253164556962,False,Other,0.0,0.0,20.0
vanilla yoghurt oikos,120,1.8,24.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,16.2,86.5,False,Other,0.0,0.0,20.0
danone low fat alsafi,88,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.743,15.655999999999999,82.2090909090909,False,Other,0.0,0.0,47.0
triple zero greek yogurt dannon oikos,120,0.0,0.0,15.0,7.0,22.5,6.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.598,90.152,24.873333333333335,True,Other,0.19,0.0,50.057
chocolate rasberry protein mini proteinfx,102,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,26.099999999999998,74.41176470588235,False,Other,0.0,0.0,44.599999999999994
gushers fruit gushers,360,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,54.8,84.77777777777777,False,Other,0.0,0.0,20.0
egg fried,90,6.8,2.0,2.8,1.5,0.4,0.2,6.3,0.0,184.5,0.043,32.0,0.016,0.049,0.035,0.029,0.2,0.093,0.8,0.093,0.0,0.081,0.6,0.079,28.5,0.065,0.9,6.0,0.046,98.9,69.9,0.078,0.6,42.904,88.0,2.2222222222222223,True,Eggs,31.5,0.0,53.449785000000006
peanut butter cookie protein syntha 6,200,6.0,15.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,74.0,63.0,False,Other,0.0,0.0,20.0
hanfprotein pulver rohkostqualitat veganz,107,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,84.7,20.8411214953271,True,Other,0.0,0.0,49.099999999999994
smoothie high protein creamy chocolate slimfast,110,3.5,0.5,0.0,0.0,2.1,1.0,12.0,0.0,5.0,0.2,15.0,45.0,25.0,100.0,25.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,87.9,20.090909090909086,True,Other,60.0,0.0,66.499
egg large,138,9.3,0.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,83.7,39.34782608695652,False,Eggs,0.0,0.0,48.5
chocolate powder for milk,88,0.5,0.5,0.0,0.0,19.9,18.0,1.0,1.0,0.0,0.012,0.2,0.0,0.041,0.079,0.0,0.09,0.064,0.0,0.2,6.0,0.0,0.038,0.041,100.1,0.2,0.0,11.7,0.2,18.9,61.6,0.039,1.5,128.5,88.1,0.11363636363635717,True,Other,5.0,10.0,51.99994
vegetable fruit juice,9,0.017,0.0,0.0,0.0,2.2,0.6,0.071,0.0,0.0,0.043,27.2,0.0,0.047,0.0,0.0,0.075,0.023,0.025,0.05,9.6,0.0,0.5,0.036,0.9,0.031,0.013,0.3,0.032,0.6,5.6,0.027,0.069,12.912,9.237000000000002,2.633333333333354,True,Other,0.355,0.0,50.106285
cocoa powder unsweetened,12,0.7,0.4,0.2,0.048,3.1,0.087,1.1,1.8,0.0,0.062,0.2,0.0,0.049,0.078,0.0,0.058,0.1,0.054,0.028,0.0,0.0,0.085,0.056,6.9,0.2,0.7,26.9,0.2,39.6,82.3,0.035,0.4,14.3,23.1,92.50000000000001,False,Other,5.5,18.0,54.04969
coconut milk,35,3.6,3.2,0.2,0.01,0.8,0.5,0.3,0.3,0.0,0.001,10.1,0.0,0.058,0.094,0.0,0.0,0.1,0.045,0.069,0.4,0.0,0.063,0.014,2.4,0.023,0.2,5.6,0.1,15.0,39.5,0.096,0.1,8.0,36.8,5.142857142857134,True,Other,1.5,3.0,41.449995
cocoa powder,28,0.3,0.2,0.061,0.055,5.9,4.6,0.5,0.3,0.0,0.034,0.1,0.066,0.045,0.096,0.051,0.033,0.048,0.066,0.085,0.016,0.0,0.094,0.001,9.3,0.049,0.075,5.8,0.01,22.1,49.8,0.069,0.1,16.393,28.3,1.071428571428574,True,Other,2.5,3.0,50.74983
caramel med iced coffee dunkin donuts,268,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.0,69.77611940298507,False,Other,0.0,0.0,20.0
instant coffee powder,353,0.5,0.2,0.09,0.2,75.4,0.0,12.2,0.0,0.0,0.051,3.1,0.0,0.09,0.0,0.0,0.031,28.2,0.019,0.073,0.0,0.0,0.0,0.077,141.0,0.1,4.4,327.0,1.7,303.0,3535.0,0.024,0.4,233.5,354.90000000000003,0.5382436260623326,True,Other,61.0,0.0,67.69974500000001
instant coffee powder decaffeinated,6,0.069,0.015,0.031,0.075,1.4,0.0,0.2,0.0,0.0,0.09,0.051,0.0,0.0,0.0,0.0,0.072,0.5,0.077,0.0,0.0,0.0,0.0,0.015,2.5,0.031,0.056,5.6,0.084,5.1,63.0,0.015,0.004,4.121,7.020999999999999,17.016666666666648,True,Other,1.0,0.0,50.254549999999995
instant cappuccino powder,53,0.7,0.4,0.2,0.098,11.2,9.0,0.4,0.2,0.3,0.074,0.2,0.0,0.073,0.067,0.037,0.087,0.3,0.037,0.011,0.1,0.0,0.08,0.062,17.3,0.078,0.036,5.6,0.014,23.8,108.0,0.064,0.058,29.908,52.699999999999996,0.5660377358490646,True,Other,2.0,2.0,49.79962999999999
espresso decaffeinated,3,0.011,0.037,0.0,0.057,0.5,0.0,0.065,0.0,0.0,0.011,29.3,0.0,0.087,0.054,0.0,0.003,1.6,0.086,0.035,0.026,0.0,0.0,0.047,0.6,0.085,0.087,24.0,0.093,2.1,34.5,0.0,0.036,1.391,2.359,21.366666666666667,True,Other,0.325,0.0,49.986444999999996
espresso,3,0.086,0.068,0.0,0.054,0.5,0.0,0.021,0.0,0.0,0.083,29.3,0.0,0.088,0.073,0.0,0.08,1.6,0.075,0.099,0.099,0.0,0.005,0.027,0.6,0.022,0.049,24.0,0.023,2.1,34.5,0.0,0.02,1.263,2.858,4.733333333333331,True,Other,0.10500000000000001,0.0,49.827085
whey protein powder vanilla eas,108,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,15.299999999999999,85.83333333333334,False,Other,0.0,0.0,45.8
powerade coca cola,9,0.009,0.076,0.078,0.054,2.3,1.8,0.0,0.0,0.0,0.005,27.1,0.0,0.021,0.0,0.082,0.0,0.5,0.0,0.013,0.0,0.0,0.0,0.0,0.3,0.0,0.096,0.0,0.0,0.3,5.3,0.0,0.058,2.671,9.280999999999999,3.122222222222209,True,Other,0.0,0.0,49.771975
gatorade g2 pepsi,2,0.052,0.0,0.0,0.0,0.6,0.4,0.069,0.0,0.0,0.011,28.9,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,2.1,3.8,0.0,0.0,0.69,3.144,57.2,False,Other,0.34500000000000003,0.0,50.103445
powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,29.5,0.0,0.098,0.0,0.028,0.0,0.2,0.0,0.064,0.7,0.0,0.2,0.057,0.6,0.051,0.072,0.3,0.0,0.0,3.0,0.0,0.026,1.393,0.0,0.0,True,Other,0.0,0.0,49.99985
orange juice sainsburys,14,0.088,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.7919999999999999,94.34285714285714,False,Other,0.0,0.0,42.5
horchata,15,0.2,0.0,0.0,0.0,3.3,2.6,0.1,0.0,0.0,0.013,24.6,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.029,0.0,0.0,0.022,0.0,5.1,0.028,0.057,0.8,0.045,4.2,9.6,0.005,0.058,8.717,15.4,2.6666666666666687,True,Other,0.5,0.0,50.149935
orangensaft ja,86,0.0,0.0,17.8,17.8,1.4,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.6,93.48837209302326,False,Other,0.0,0.0,50.0
fruchtcocktail granini,102,0.4,0.2,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.6,92.54901960784314,False,Other,0.0,0.0,49.4
orange pineapple juice,15,0.08,0.056,0.026,0.024,3.6,3.1,0.1,0.032,0.0,0.044,25.7,0.0,0.044,0.01,0.0,0.069,0.054,0.0,0.053,12.0,0.0,0.036,0.016,2.4,0.09,0.086,3.0,0.1,3.2,44.3,0.076,0.072,18.261,15.520000000000001,3.4666666666666757,True,Other,0.5,0.32,50.04577999999999
apple juice martinellis,122,0.0,0.0,29.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,Other,0.0,0.0,50.0
sweet tea lipton,130,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,140.0,7.6923076923076925,True,Other,0.0,0.0,50.0
pesca tea santal,116,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,Other,0.0,0.0,20.0
tea with milk and sugar yorkshire,15,0.5,0.3,0.7,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.1,59.333333333333336,False,Other,0.0,0.0,49.099999999999994
tea blueberry muffin tekanne,4,0.2,0.2,0.6,0.4,0.4,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.4000000000000004,14.999999999999991,True,Other,0.0,0.0,49.4
acorn dried,144,8.9,1.2,5.6,1.7,15.2,0.0,2.3,0.0,0.0,0.0,1.4,0.0,0.005,0.085,0.0,0.021,0.7,0.3,0.2,0.0,0.0,0.0,0.0,15.3,0.2,0.3,23.2,0.4,29.1,200.6,0.0,0.2,42.0,150.10000000000002,4.236111111111127,True,Other,11.5,0.0,49.849999999999994
fenugreek seeds,36,0.7,0.2,0.0,0.0,6.5,0.0,2.6,2.7,0.0,0.09,1.0,0.0,0.036,0.046,0.0,0.019,0.2,0.0,0.064,0.3,0.0,0.0,0.0,19.5,0.1,3.7,21.2,0.1,32.9,85.5,0.025,0.3,36.0,42.699999999999996,18.6111111111111,True,Other,13.0,27.0,58.69955
peanut topping mcdonalds,181,15.0,2.4,7.3,4.0,4.6,1.2,7.9,0.0,0.0,0.0,0.2,0.0,0.07,0.015,0.0,0.099,4.7,0.3,0.2,0.0,0.0,2.3,0.0,13.0,0.1,0.4,54.6,0.6,103.0,179.4,0.0,0.8,40.9,185.0,2.209944751381215,True,Other,39.5,0.0,54.65
